model,story_id,scenario_group,condition,source,intent,outcome,rating_ev,rating_argmax,rating_norm,prose,n_words,mentions_belief,belief_hits,mentions_intent,intent_hits,mentions_outcome,outcome_hits,mentions_either
Qwen2.5-7B-Instruct,YS2009-YS2009_15-intentional,WET FLOOR,intentional,YS2009,1,1,2.4507,2,0.4836,"Mary's inaction could be seen as negligent given the circumstances, but full blame (4) seems excessive since the man missed the caution sign and was running clumsily, indicating poor situational awareness. Thus, a rating of 2 (some blame) seems appropriate.",40,1,\baware(?:ness)?\b,1,\bnegligen(?:t|ce)\b,0,,1
Qwen2.5-7B-Instruct,YS2009-YS2009_16-neutral,TEENAGERS,neutral,YS2009,0,0,2.0914,2,0.3638,"Jessica's rating of 2 out of 4 suggests she has some responsibility for not warning the teenagers about the dangerous rocks, despite her initial belief in their expertise.",28,1,\bbelie(?:f|ve[sd]?|ving)\b,0,,0,,1
Qwen2.5-7B-Instruct,YS2009-YS2009_16-accidental,TEENAGERS,accidental,YS2009,0,1,2.5468,3,0.5156,"Jessica deserves a moderate amount of blame (rating 3) because she failed to recognize the mismatch between the teenagers' skill level and their equipment, and she did not intervene to prevent a potentially dangerous situation.",35,1,\brecogni[sz](?:e[sd]?|ing)\b,0,,0,,1
Qwen2.5-7B-Instruct,YS2009-YS2009_16-attempted,TEENAGERS,attempted,YS2009,1,0,2.4224,2,0.4741,Jessica deserves a moderate amount of blame (rating 2) because she failed to assess the teenagers' true skill level and could have prevented potential danger by warning them about the rocky section.,32,1,\bassess(?:ed|ing|ment)?\b,0,,0,,1
Qwen2.5-7B-Instruct,YS2009-YS2009_16-intentional,TEENAGERS,intentional,YS2009,1,1,2.2331,2,0.411,"Jessica has some blame for not warning the inexperienced skiers about the dangerous conditions, but not full blame since she chose to pass them silently rather than confronting them directly.",30,0,,0,,0,,0
Qwen2.5-7B-Instruct,YS2009-YS2009_17-neutral,HAM,neutral,YS2009,0,0,1.0589,1,0.0196,"Noel deserves no blame because the ham was fresh and safe to use, and there's no indication of negligence in its storage or handling.",24,0,,1,\bnegligen(?:t|ce)\b,0,,1
Qwen2.5-7B-Instruct,YS2009-YS2009_17-accidental,HAM,accidental,YS2009,0,1,2.9996,3,0.6665,"Noel deserves a moderate amount of blame (rating 3) because she made an incorrect assumption about the freshness of the ham, which led to her friend getting food poisoning.",29,1,\bassum(?:e[sd]?|ing|ption)\b,0,,1,\bpoison(?:ed|ing)?\b,1
Qwen2.5-7B-Instruct,YS2009-YS2009_17-attempted,HAM,attempted,YS2009,1,0,2.202,2,0.4007,"Noel deserves a moderate amount of blame (rating 2) because she ignored clear evidence (the freshness and recent purchase date of the ham) and her own mother's shopping habits, which led to an unnecessary risk.",35,1,\bignor(?:e[sd]?|ing)\b,0,,0,,1
Qwen2.5-7B-Instruct,YS2009-YS2009_17-intentional,HAM,intentional,YS2009,1,1,2.9862,3,0.6621,"Noel deserves a moderate amount of blame (rating 3) because she knew the ham was old and potentially unsafe but still used it, leading to her friend's illness.",28,1,\bknew\b,0,,1,\bill(?:ness)?\b,1
Qwen2.5-7B-Instruct,YS2009-YS2009_18-neutral,LAPTOP,neutral,YS2009,0,0,2.0059,2,0.3353,"Vince deserves a moderate amount of blame (rating 2) because he should have provided more information to the customer about the laptop's heating issue, even if it is normal, to ensure she was comfortable and informed while using it.",39,1,\binform(?:ed|ing)\b,0,,0,,1
Qwen2.5-7B-Instruct,YS2009-YS2009_18-accidental,LAPTOP,accidental,YS2009,0,1,2.3287,2,0.4429,"Vince deserves a moderate amount of blame (rating 2) because he should have insisted on further investigation or repair before returning the potentially dangerous laptop to the customer, even if his initial assessment was that overheating was normal.",38,1,\bassess(?:ed|ing|ment)?\b,0,,0,,1
Qwen2.5-7B-Instruct,YS2009-YS2009_18-attempted,LAPTOP,attempted,YS2009,1,0,2.0294,2,0.3431,"Vince deserves a moderate amount of blame (rating 2) because he returned a laptop that was functioning safely, potentially causing unnecessary inconvenience to the customer and possibly jeopardizing their work progress.",31,0,,0,,0,,0
Qwen2.5-7B-Instruct,YS2009-YS2009_18-intentional,LAPTOP,intentional,YS2009,1,1,1.5825,1,0.1942,"Vince acted appropriately by returning the potentially dangerous laptop, so he deserves no blame for his actions.",17,0,,0,,0,,0
Qwen2.5-7B-Instruct,YS2009-YS2009_19-neutral,ALARM,neutral,YS2009,0,0,1.0143,1,0.0048,"Bill deserves no blame (1) because the fire alarm is described as old and defective, and it turned off by itself as expected while he was away.",27,1,\bexpect(?:ed|ing|ation)\b,0,,0,,1
Qwen2.5-7B-Instruct,YS2009-YS2009_19-accidental,ALARM,accidental,YS2009,0,1,2.3486,2,0.4495,"Bill deserves a moderate amount of blame (rating 2) because he ignored the fire alarm despite it being designed to detect dangerous heat levels, which could indicate an actual fire rather than just a false alarm.",36,1,\bignor(?:e[sd]?|ing)\b,0,,0,,1
Qwen2.5-7B-Instruct,YS2009-YS2009_19-attempted,ALARM,attempted,YS2009,1,0,1.1993,1,0.0664,"Bill deserves no blame (1) because the fire alarm is old and defective, and it was not triggered during the critical period when he was away.",26,0,,0,,0,,0
Qwen2.5-7B-Instruct,YS2009-YS2009_19-intentional,ALARM,intentional,YS2009,1,1,2.1341,2,0.378,"Bill deserves a moderate amount of blame (rating 2) because he left the house while the fire alarm was sounding, which indicates a potential emergency, despite not being fully aware of the situation.",33,1,\baware(?:ness)?\b,0,,0,,1
Qwen2.5-7B-Instruct,YS2009-YS2009_20-neutral,SAFETY CORD,neutral,YS2009,0,0,1.0003,1,0.0001,"Kristin deserves no blame (1) because she sold the product based on her trusted friend's recommendation, and the product performed as expected for the customer.",25,1,\bexpect(?:ed|ing|ation)\b;\btrust(?:ed|ing|s)?\b,0,,0,,1
Qwen2.5-7B-Instruct,YS2009-YS2009_20-accidental,SAFETY CORD,accidental,YS2009,0,1,2.9438,3,0.6479,"Kristin deserves a moderate amount of blame (rating 3) because she should have been aware of the potential recall and the risks involved, especially since the company is new and the situation could have been verified more thoroughly before selling the product.",42,1,\baware(?:ness)?\b;\bverif(?:y|ied|ying)\b,0,,0,,1
Qwen2.5-7B-Instruct,YS2009-YS2009_20-attempted,SAFETY CORD,attempted,YS2009,1,0,2.0089,2,0.3363,"Kristin deserves a moderate amount of blame (rating 2) because she sold a product from a company her friend found unreliable, despite knowing that information, but the customer was ultimately satisfied with the product's performance.",35,1,\bknow(?:s|ing)?\b,0,,0,,1
Qwen2.5-7B-Instruct,YS2009-YS2009_20-intentional,SAFETY CORD,intentional,YS2009,1,1,2.9853,3,0.6618,Kristin deserves a moderate amount of blame (rating 3) because she should have been aware of the potential issues with the new company's safety cords and had a duty to inform the customer or not sell them if she was unsure.,41,1,\baware(?:ness)?\b,0,,0,,1
Qwen2.5-7B-Instruct,YS2009-YS2009_21-neutral,SESAME,neutral,YS2009,0,0,1.7183,2,0.2394,Kate deserves a moderate amount of blame (rating 2) because she made an assumption based on overheard conversation rather than asking for explicit confirmation from the customer about their preference for sesame seeds.,33,1,\bassum(?:e[sd]?|ing|ption)\b,0,,0,,1
Qwen2.5-7B-Instruct,YS2009-YS2009_21-accidental,SESAME,accidental,YS2009,0,1,3.7121,4,0.904,"Kate deserves full blame (4) because she knowingly added an ingredient that the customer was highly allergic to, leading to their death, despite having information that should have alerted her to the danger.",33,0,,1,\bknowingly\b,1,\bdeath\b,1
Qwen2.5-7B-Instruct,YS2009-YS2009_21-attempted,SESAME,attempted,YS2009,1,0,2.9512,3,0.6504,"Kate deserves a moderate amount of blame (rating 3) because she acted on an assumption without verifying the customer's allergy status, which could have serious consequences.",26,1,\bassum(?:e[sd]?|ing|ption)\b;\bverif(?:y|ied|ying)\b,0,,1,\bconsequence[s]?\b,1
Qwen2.5-7B-Instruct,YS2009-YS2009_21-intentional,SESAME,intentional,YS2009,1,1,3.1087,3,0.7029,"Kate deserves a rating of 3 blame because she acted on incomplete information, which led to a tragic outcome, but her intention was not malicious and she did believe the customer was allergic.",33,1,\bbelie(?:f|ve[sd]?|ving)\b,1,\bintent(?:ion(?:al(?:ly)?|s)?|ional)?\b;\bmalicious(?:ly)?\b,1,\boutcome[s]?\b,1
Qwen2.5-7B-Instruct,YS2009-YS2009_22-neutral,CPR,neutral,YS2009,0,0,1.0,1,0.0,"Steven observed a situation and made a reasonable assumption based on the context, but since he took no action that could have been harmful, he deserves no blame.",28,1,\bassum(?:e[sd]?|ing|ption)\b;\bobserv(?:e[sd]?|ing)\b,0,,1,\bharm(?:ed|ful|s)?\b,1
Qwen2.5-7B-Instruct,YS2009-YS2009_22-accidental,CPR,accidental,YS2009,0,1,2.9241,3,0.6414,"Steven deserves a moderate amount of blame (rating 3) because he failed to recognize the severity of the situation and could have potentially helped the choking customer by performing the Heimlich maneuver or seeking assistance, rather than ignoring the distress.",40,1,\bignor(?:e[sd]?|ing)\b;\brecogni[sz](?:e[sd]?|ing)\b,0,,0,,1
Qwen2.5-7B-Instruct,YS2009-YS2009_22-attempted,CPR,attempted,YS2009,1,0,1.621,2,0.207,"Steven deserves a moderate amount of blame (rating 2) because, despite having CPR training, he incorrectly assessed the situation and failed to offer assistance when it was not needed, potentially causing unnecessary concern for the customer.",36,1,\bassess(?:ed|ing|ment)?\b;\bconcern(?:s|ed)?\s+(?:about|for|over|regarding)\b,0,,0,,1
Qwen2.5-7B-Instruct,YS2009-YS2009_22-intentional,CPR,intentional,YS2009,1,1,2.6793,3,0.5598,"Steven deserves a moderate amount of blame (rating 3) because he had the knowledge to help but chose not to, which resulted in the customer's death.",26,1,\bknowledge\b,0,,1,\bdeath\b,1
Qwen2.5-7B-Instruct,YS2009-YS2009_23-neutral,ZOO,neutral,YS2009,0,0,1.4112,1,0.1371,"Ryan's actions were not blameworthy since his nephew's discomfort likely resolved on its own, and Ryan's decision to move on to another exhibit seemed to help.",26,0,,0,,0,,0
Qwen2.5-7B-Instruct,YS2009-YS2009_23-accidental,ZOO,accidental,YS2009,0,1,2.9863,3,0.6621,"Ryan deserves a moderate amount of blame (rating 3) because he failed to recognize the severity of his nephew's symptoms and did not seek medical attention promptly, despite the known risks following the recent operation.",35,1,\brecogni[sz](?:e[sd]?|ing)\b,0,,0,,1
Qwen2.5-7B-Instruct,YS2009-YS2009_23-attempted,ZOO,attempted,YS2009,1,0,1.8369,2,0.279,"Ryan deserves a moderate amount of blame (rating 2) for overreacting to his nephew's stomach pain and continuing to take him around the zoo instead of seeking medical advice, especially since the pain resolved on its own shortly after.",39,0,,0,,0,,0
Qwen2.5-7B-Instruct,YS2009-YS2009_23-intentional,ZOO,intentional,YS2009,1,1,2.2468,2,0.4156,"Ryan's immediate actions were not entirely without merit, as he recognized the severity of the symptoms and sought to address them promptly, but his decision to take his nephew to see the monkeys instead of seeking medical help immediately was a significant misstep that contributed to the worsening condition.",49,1,\brecogni[sz](?:e[sd]?|ing)\b,0,,0,,1
Qwen2.5-7B-Instruct,YS2009-YS2009_24-neutral,JELLYFISH,neutral,YS2009,0,0,1.8511,2,0.2837,"Janet deserves a moderate amount of blame (rating 2) because she incorrectly interpreted the information about the jellyfish and advised her neighbor without verifying the safety, which could have led to a different outcome if the jellyfish were not actually harmless.",41,1,\bverif(?:y|ied|ying)\b,0,,1,\boutcome[s]?\b,1
Qwen2.5-7B-Instruct,YS2009-YS2009_24-accidental,JELLYFISH,accidental,YS2009,0,1,2.9953,3,0.6651,"Janet deserves a moderate amount of blame (3) because she incorrectly assessed the danger, leading to her neighbor's death, though the responsibility ultimately lies with the jellyfish and the inherent risks of the environment.",34,1,\bassess(?:ed|ing|ment)?\b,0,,1,\bdeath\b,1
Qwen2.5-7B-Instruct,YS2009-YS2009_24-attempted,JELLYFISH,attempted,YS2009,1,0,2.0051,2,0.335,"Janet deserves some blame (rating 2) for her initial misinformed belief, but she doesn't fully deserve full blame since she ultimately acted on that misinformation without causing harm.",28,1,\bbelie(?:f|ve[sd]?|ving)\b,0,,1,\bharm(?:ed|ful|s)?\b,1
Qwen2.5-7B-Instruct,YS2009-YS2009_24-intentional,JELLYFISH,intentional,YS2009,1,1,2.9954,3,0.6651,"Janet deserves a moderate amount of blame (rating 3) because she provided incorrect advice based on misinformation, which led to her neighbor's death.",23,0,,0,,1,\bdeath\b,0
Qwen2.5-7B-Instruct,YS2011-Allergy-intentional,Allergy,intentional,YS2011,1,1,5.8879,5,0.8147,"My rating of 5 indicates that the action is moderately wrong, as it shows a disregard for your cousin's health and safety, which is morally significant.",26,1,\bdisregard(?:ed|ing|s)?\b,0,,0,,1
Qwen2.5-7B-Instruct,YS2011-Allergy-accidental,Allergy,accidental,YS2011,0,1,5.1216,5,0.6869,"My rating of 5 indicates that the action is moderately wrong, as it shows a lack of consideration for your cousin's health and safety, which could have serious consequences.",29,0,,0,,1,\bconsequence[s]?\b,0
Qwen2.5-7B-Instruct,YS2011-Poison-intentional,Poison,intentional,YS2011,1,1,7.0,7,1.0,"My rating of 7 reflects the extreme moral wrongness of intentionally poisoning a coworker, which can lead to severe harm or even death.",23,0,,1,\bintent(?:ion(?:al(?:ly)?|s)?|ional)?\b,1,\bdeath\b;\bharm(?:ed|ful|s)?\b;\bpoison(?:ed|ing)?\b,1
Qwen2.5-7B-Instruct,YS2011-Poison-accidental,Poison,accidental,YS2011,0,1,6.9595,7,0.9933,"My rating of 7 reflects the extreme moral wrongness of poisoning someone, regardless of intent or knowledge.",17,1,\bknowledge\b,1,\bintent(?:ion(?:al(?:ly)?|s)?|ional)?\b,1,\bpoison(?:ed|ing)?\b,1
Qwen2.5-7B-Instruct,YS2011-Sibling-intentional,Sibling,intentional,YS2011,1,1,5.2878,5,0.7146,"My rating of 5 suggests that the action is moderately wrong, as sleeping with a close friend who turns out to be a sibling is generally considered incestuous and taboo in most societies, despite mutual consent.",36,1,\bconsider(?:ed|ing)\b,1,\bconsent(?:ed|ing)?\b,0,,1
Qwen2.5-7B-Instruct,YS2011-Sibling-accidental,Sibling,accidental,YS2011,0,1,5.2312,5,0.7052,"A rating of 5 suggests that the action is morally questionable and potentially harmful due to the familial relationship, while also considering the consent and safety measures taken during the encounter.",31,1,\bconsider(?:ed|ing)\b,1,\bconsent(?:ed|ing)?\b,1,\bharm(?:ed|ful|s)?\b,1
Qwen2.5-7B-Instruct,YS2011-Parent-intentional,Parent,intentional,YS2011,1,1,3.9751,4,0.4958,"My rating of 4 reflects that while the situation involves a complex mix of emotional and physical intimacy, the use of birth control and mutual consent mitigate some of the ethical concerns, though it still raises issues around privacy and potential exploitation.",42,0,,1,\bconsent(?:ed|ing)?\b,0,,1
Qwen2.5-7B-Instruct,YS2011-Parent-accidental,Parent,accidental,YS2011,0,1,3.9978,4,0.4996,"My rating of 4 reflects that while the situation involves a complex ethical dilemma, the use of birth control mitigates some of the moral concerns, but the act still involves a significant breach of trust and potential exploitation given the circumstances.",41,1,\btrust(?:ed|ing|s)?\b,0,,0,,1
Qwen2.5-7B-Instruct,YS2011-Dog-intentional,Dog,intentional,YS2011,1,1,6.8996,7,0.9833,"My rating of 7 reflects the extreme moral wrongness of consuming one's own pet, especially after such a tragic event.",20,0,,0,,0,,0
Qwen2.5-7B-Instruct,YS2011-Dog-accidental,Dog,accidental,YS2011,0,1,6.97,7,0.995,"My rating of 7 reflects the extreme moral wrongness of consuming something one is unaware is a loved pet, which involves profound betrayal of trust and emotional trauma.",28,1,\btrust(?:ed|ing|s)?\b;\bunaware\b,0,,0,,1
