model,level,level_name,group,condition,mean
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w1:IGLOO,attempted,0.2096
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w1:IGLOO,intentional,0.7917
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w1:HAM,neutral,0.0264
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w1:HAM,accidental,0.8273
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w1:HAM,attempted,0.1148
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w1:HAM,intentional,0.8234
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w1:POPCORN,neutral,0.0191
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w1:POPCORN,accidental,0.9952
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w1:POPCORN,attempted,0.0464
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w1:POPCORN,intentional,0.9921
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w1:VET,neutral,0.0498
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w1:VET,accidental,0.9975
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w1:VET,attempted,0.8155
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w1:VET,intentional,0.9957
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w1:CHAIRLIFT,neutral,0.0136
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w1:CHAIRLIFT,accidental,0.9949
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w1:CHAIRLIFT,attempted,0.0051
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w1:CHAIRLIFT,intentional,0.9886
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w1:SAFETY TOWN,neutral,0.0801
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w1:SAFETY TOWN,accidental,0.966
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w1:SAFETY TOWN,attempted,0.6341
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w1:SAFETY TOWN,intentional,0.9678
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w1:MALARIA POND,neutral,0.0147
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w1:MALARIA POND,accidental,0.8826
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w1:MALARIA POND,attempted,0.1264
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w1:MALARIA POND,intentional,0.8575
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w1:HUNT,neutral,0.7926
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w1:HUNT,accidental,0.9804
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w1:HUNT,attempted,0.7829
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w1:HUNT,intentional,0.9557
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w1:SPINACH,neutral,0.0273
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w1:SPINACH,accidental,0.9606
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w1:SPINACH,attempted,0.0841
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w1:SPINACH,intentional,0.8745
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w1:PEANUT ALLERGY,neutral,0.0398
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w1:PEANUT ALLERGY,accidental,0.9628
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w1:PEANUT ALLERGY,attempted,0.0603
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w1:PEANUT ALLERGY,intentional,0.965
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w1:ALARM,neutral,0.0391
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w1:ALARM,accidental,0.9158
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w1:ALARM,attempted,0.0292
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w1:ALARM,intentional,0.7386
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w1:SAFETY CORD,neutral,0.0186
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w1:SAFETY CORD,accidental,0.9765
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w1:SAFETY CORD,attempted,0.0863
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w1:SAFETY CORD,intentional,0.976
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w1:ZOO,neutral,0.0287
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w1:ZOO,accidental,0.9973
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w1:ZOO,attempted,0.0662
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w1:ZOO,intentional,0.9967
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w1:BAR,neutral,0.0411
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w1:BAR,accidental,0.9567
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w1:BAR,attempted,0.1035
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w1:BAR,intentional,0.9366
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w1:SUSHI,neutral,0.0102
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w1:SUSHI,accidental,0.7884
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w1:SUSHI,attempted,0.03745
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w1:SUSHI,intentional,0.7249
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w1:CAYO,neutral,0.3613
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w1:CAYO,accidental,0.9628
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w1:CAYO,attempted,0.3005
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w1:CAYO,intentional,0.9283
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w1:FUMIGATION,neutral,0.1587
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w1:FUMIGATION,accidental,0.9949
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w1:FUMIGATION,attempted,0.7383
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w1:FUMIGATION,intentional,0.993
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w1:PORRIDGE,neutral,0.1526
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w1:PORRIDGE,accidental,0.9832
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w1:PORRIDGE,attempted,0.0938
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w1:PORRIDGE,intentional,0.9809
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w1:BOUNCY BALL,neutral,0.0059
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w1:BOUNCY BALL,accidental,0.9596
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w1:BOUNCY BALL,attempted,0.0068
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w1:BOUNCY BALL,intentional,0.974
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w1:PARACHUTES,neutral,0.0029
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w1:PARACHUTES,accidental,0.9918
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w1:PARACHUTES,attempted,0.0143
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w1:PARACHUTES,intentional,0.9862
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w1:RABIES,neutral,0.0308
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w1:RABIES,accidental,0.9909
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w1:RABIES,attempted,0.9056
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w1:RABIES,intentional,0.9888
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w1:FRAT,neutral,0.0958
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w1:FRAT,accidental,0.9428
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w1:FRAT,attempted,0.3952
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w1:FRAT,intentional,0.9373
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w1:TREE HOUSE,neutral,0.0183
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w1:TREE HOUSE,accidental,0.9573
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w1:TREE HOUSE,attempted,0.0426
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w1:TREE HOUSE,intentional,0.9337
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w1:SPRING BREAK,neutral,0.0075
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w1:SPRING BREAK,accidental,0.9701
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w1:SPRING BREAK,attempted,0.0241
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w1:SPRING BREAK,intentional,0.8282
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w1:CPR,neutral,0.0465
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w1:CPR,accidental,0.9958
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w1:CPR,attempted,0.0892
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w1:CPR,intentional,0.9808
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w1:MOTHER,neutral,0.031
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w1:MOTHER,accidental,0.9168
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w1:MOTHER,attempted,0.3171
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w1:MOTHER,intentional,0.944
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w1:SEATBELT,neutral,0.1405
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w1:SEATBELT,accidental,0.8465
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w1:SEATBELT,attempted,0.2465
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w1:SEATBELT,intentional,0.8681
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w1:WET FLOOR,neutral,0.0304
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w1:WET FLOOR,accidental,0.769
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w1:WET FLOOR,attempted,0.093
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w1:WET FLOOR,intentional,0.8129
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w1:TEENAGERS,neutral,0.1378
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w1:TEENAGERS,accidental,0.8715
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w1:TEENAGERS,attempted,0.4486
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w1:TEENAGERS,intentional,0.8391
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w1:LAPTOP,neutral,0.0284
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w1:LAPTOP,accidental,0.9256
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w1:LAPTOP,attempted,0.0858
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w1:LAPTOP,intentional,0.8656
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w1:Allergy,intentional,0.9963
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w1:Allergy,accidental,0.9894
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w1:Poison,intentional,0.999
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w1:Poison,accidental,0.99
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w1:Sibling,intentional,0.9247
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w1:Sibling,accidental,0.9044
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w1:Parent,intentional,0.9543
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w1:Parent,accidental,0.9764
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w1:Dog,intentional,0.9979
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w1:Dog,accidental,0.9909
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w2:COFFEE,neutral,0.0106
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w2:COFFEE,accidental,0.9983
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w2:COFFEE,attempted,0.448
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w2:COFFEE,intentional,0.9979
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w2:LAB,neutral,0.0048
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w2:LAB,accidental,0.9882
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w2:LAB,attempted,0.0079
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w2:LAB,intentional,0.9811
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w2:JELLYFISH,neutral,0.0217
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w2:JELLYFISH,accidental,0.9779
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w2:JELLYFISH,attempted,0.11
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w2:JELLYFISH,intentional,0.9846
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w2:BRIDGE,neutral,0.0064
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w2:BRIDGE,accidental,0.9938
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w2:BRIDGE,attempted,0.008
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w2:BRIDGE,intentional,0.9942
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w2:POOL,neutral,0.0106
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w2:POOL,accidental,0.9963
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w2:POOL,attempted,0.1573
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w2:POOL,intentional,0.9832
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w2:MUSHROOMS,neutral,0.0127
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w2:MUSHROOMS,accidental,0.9872
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w2:MUSHROOMS,attempted,0.8563
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w2:MUSHROOMS,intentional,0.9798
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w2:LATEX,neutral,0.0275
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w2:LATEX,accidental,0.9572
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w2:LATEX,attempted,0.0229
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w2:LATEX,intentional,0.9861
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w2:MOTORBOAT,neutral,0.0063
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w2:MOTORBOAT,accidental,0.9974
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w2:MOTORBOAT,attempted,0.2169
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w2:MOTORBOAT,intentional,0.991
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w2:ASTHMA,neutral,0.0272
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w2:ASTHMA,accidental,0.9966
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w2:ASTHMA,attempted,0.279
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w2:ASTHMA,intentional,0.992
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w2:VITAMIN,neutral,0.0327
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w2:VITAMIN,accidental,0.9553
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w2:VITAMIN,attempted,0.5197
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w2:VITAMIN,intentional,0.9307
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w2:SESAME,neutral,0.0198
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w2:SESAME,accidental,0.9962
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w2:SESAME,attempted,0.0854
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w2:SESAME,intentional,0.9976
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w2:BIKE,neutral,0.0144
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w2:BIKE,accidental,0.9917
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w2:BIKE,attempted,0.1852
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w2:BIKE,intentional,0.9913
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w2:IRON,neutral,0.0059
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w2:IRON,accidental,0.9656
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w2:IRON,attempted,0.0132
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w2:IRON,intentional,0.9396
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w2:MEATLOAF,neutral,0.0103
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w2:MEATLOAF,accidental,0.9931
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w2:MEATLOAF,attempted,0.1648
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w2:MEATLOAF,intentional,0.9808
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w2:RIVER,neutral,0.0119
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w2:RIVER,accidental,0.9905
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w2:RIVER,attempted,0.0321
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w2:RIVER,intentional,0.9072
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w2:LOGAN AIRPORT,neutral,0.0028
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w2:LOGAN AIRPORT,accidental,0.9938
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w2:LOGAN AIRPORT,attempted,0.0234
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w2:LOGAN AIRPORT,intentional,0.9928
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w2:TRACKS,neutral,0.0159
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w2:TRACKS,accidental,0.9966
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w2:TRACKS,attempted,0.3034
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w2:TRACKS,intentional,0.9964
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w2:HARNESS,neutral,0.0015
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w2:HARNESS,accidental,0.9967
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w2:HARNESS,attempted,0.0071
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w2:HARNESS,intentional,0.9963
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w2:IGLOO,neutral,0.0044
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w2:IGLOO,accidental,0.9318
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w2:IGLOO,attempted,0.1397
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w2:IGLOO,intentional,0.8522
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w2:HAM,neutral,0.0101
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w2:HAM,accidental,0.9223
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w2:HAM,attempted,0.116
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w2:HAM,intentional,0.9191
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w2:POPCORN,neutral,0.0155
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w2:POPCORN,accidental,0.9972
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w2:POPCORN,attempted,0.0272
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w2:POPCORN,intentional,0.9905
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w2:VET,neutral,0.0183
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w2:VET,accidental,0.999
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w2:VET,attempted,0.8302
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w2:VET,intentional,0.9979
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w2:CHAIRLIFT,neutral,0.0028
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w2:CHAIRLIFT,accidental,0.998
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w2:CHAIRLIFT,attempted,0.0036
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w2:CHAIRLIFT,intentional,0.994
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w2:SAFETY TOWN,neutral,0.0547
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w2:SAFETY TOWN,accidental,0.9898
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w2:SAFETY TOWN,attempted,0.6536
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w2:SAFETY TOWN,intentional,0.9696
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w2:MALARIA POND,neutral,0.0103
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w2:MALARIA POND,accidental,0.9445
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w2:MALARIA POND,attempted,0.1261
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w2:MALARIA POND,intentional,0.9483
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w2:HUNT,neutral,0.7403
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w2:HUNT,accidental,0.9888
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w2:HUNT,attempted,0.6412
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w2:HUNT,intentional,0.9589
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w2:SPINACH,neutral,0.0361
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w2:SPINACH,accidental,0.9821
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w2:SPINACH,attempted,0.0961
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w2:SPINACH,intentional,0.9237
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w2:PEANUT ALLERGY,neutral,0.0389
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w2:PEANUT ALLERGY,accidental,0.9884
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w2:PEANUT ALLERGY,attempted,0.0649
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w2:PEANUT ALLERGY,intentional,0.9816
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w2:ALARM,neutral,0.0238
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w2:ALARM,accidental,0.9727
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w2:ALARM,attempted,0.0256
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w2:ALARM,intentional,0.8744
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w2:SAFETY CORD,neutral,0.0082
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w2:SAFETY CORD,accidental,0.9923
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w2:SAFETY CORD,attempted,0.0482
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w2:SAFETY CORD,intentional,0.9918
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w2:ZOO,neutral,0.0372
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w2:ZOO,accidental,0.9987
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w2:ZOO,attempted,0.2157
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w2:ZOO,intentional,0.9972
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w2:BAR,neutral,0.019
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w2:BAR,accidental,0.9753
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w2:BAR,attempted,0.068
allenai/OLMo-2-1124-7B-Instruct,4,few_shot_adult,wrong_w2:BAR,intentional,0.9645
